Phase Identity,Integer identifying grain,Number of measurement points in the grain,Area of grain in square microns,Diameter of grain in microns,ASTM grain size
1,9,2,0.00624,0.09,24.3
1,78,2,0.00624,0.09,24.3
1,117,2,0.00624,0.09,24.3
1,118,2,0.00624,0.09,24.3
1,131,2,0.00624,0.09,24.3
1,149,3,0.00935,0.11,23.7
1,154,3,0.00935,0.11,23.7
1,181,4,0.0125,0.13,23.3
1,184,2,0.00624,0.09,24.3
1,234,2,0.00624,0.09,24.3
1,259,13,0.0405,0.23,21.6
1,279,2,0.00624,0.09,24.3
1,280,2,0.00624,0.09,24.3
1,282,2,0.00624,0.09,24.3
1,283,2,0.00624,0.09,24.3
1,297,2,0.00624,0.09,24.3
1,310,2,0.00624,0.09,24.3
1,313,2,0.00624,0.09,24.3
1,321,3,0.00935,0.11,23.7
1,323,6,0.0187,0.15,22.7
1,338,2,0.00624,0.09,24.3
1,357,2,0.00624,0.09,24.3
1,363,2,0.00624,0.09,24.3
1,373,2,0.00624,0.09,24.3
1,379,2,0.00624,0.09,24.3
1,385,2,0.00624,0.09,24.3
1,412,2,0.00624,0.09,24.3
1,451,2,0.00624,0.09,24.3
1,465,2,0.00624,0.09,24.3
1,493,3,0.00935,0.11,23.7
1,503,2,0.00624,0.09,24.3
1,532,2,0.00624,0.09,24.3
1,557,2,0.00624,0.09,24.3
1,605,2,0.00624,0.09,24.3
1,608,3,0.00935,0.11,23.7
1,630,2,0.00624,0.09,24.3
1,632,3,0.00935,0.11,23.7
1,634,2,0.00624,0.09,24.3
1,637,3,0.00935,0.11,23.7
1,640,3,0.00935,0.11,23.7
1,647,2,0.00624,0.09,24.3
1,662,2,0.00624,0.09,24.3
1,664,2,0.00624,0.09,24.3
1,696,2,0.00624,0.09,24.3
1,703,2,0.00624,0.09,24.3
1,712,2,0.00624,0.09,24.3
1,715,2,0.00624,0.09,24.3
1,720,2,0.00624,0.09,24.3
1,732,2,0.00624,0.09,24.3
1,733,2,0.00624,0.09,24.3
1,757,2,0.00624,0.09,24.3
1,761,2,0.00624,0.09,24.3
1,779,2,0.00624,0.09,24.3
1,788,2,0.00624,0.09,24.3
1,831,2,0.00624,0.09,24.3
1,875,2,0.00624,0.09,24.3
1,881,3,0.00935,0.11,23.7
1,885,2,0.00624,0.09,24.3
1,918,2,0.00624,0.09,24.3
1,941,2,0.00624,0.09,24.3
1,942,2,0.00624,0.09,24.3
1,965,5,0.0156,0.14,23
1,987,2,0.00624,0.09,24.3
1,991,2,0.00624,0.09,24.3
1,997,3,0.00935,0.11,23.7
1,1015,2,0.00624,0.09,24.3
1,1037,2,0.00624,0.09,24.3
1,1058,2,0.00624,0.09,24.3
1,1067,2,0.00624,0.09,24.3
1,1068,2,0.00624,0.09,24.3
1,1072,2,0.00624,0.09,24.3
1,1078,2,0.00624,0.09,24.3
1,1086,2,0.00624,0.09,24.3
1,1087,2,0.00624,0.09,24.3
1,1098,2,0.00624,0.09,24.3
1,1100,2,0.00624,0.09,24.3
1,1101,2,0.00624,0.09,24.3
1,1121,2,0.00624,0.09,24.3
1,1142,2,0.00624,0.09,24.3
1,1145,2,0.00624,0.09,24.3
1,1203,2,0.00624,0.09,24.3
1,1206,2,0.00624,0.09,24.3
1,1254,2,0.00624,0.09,24.3
1,1269,4,0.0125,0.13,23.3
1,1279,2,0.00624,0.09,24.3
1,1281,2,0.00624,0.09,24.3
1,1312,2,0.00624,0.09,24.3
1,1320,2,0.00624,0.09,24.3
1,1328,2,0.00624,0.09,24.3
1,1330,2,0.00624,0.09,24.3
1,1341,2,0.00624,0.09,24.3
1,1344,2,0.00624,0.09,24.3
1,1358,2,0.00624,0.09,24.3
1,1379,2,0.00624,0.09,24.3
1,1387,2,0.00624,0.09,24.3
1,1395,2,0.00624,0.09,24.3
1,1425,2,0.00624,0.09,24.3
1,1430,2,0.00624,0.09,24.3
1,1458,2,0.00624,0.09,24.3
1,1459,2,0.00624,0.09,24.3
1,1470,2,0.00624,0.09,24.3
1,1473,2,0.00624,0.09,24.3
1,1490,2,0.00624,0.09,24.3
1,1491,2,0.00624,0.09,24.3
1,1508,3,0.00935,0.11,23.7
1,1517,5,0.0156,0.14,23
1,1530,2,0.00624,0.09,24.3
1,1557,2,0.00624,0.09,24.3
1,1560,3,0.00935,0.11,23.7
1,1566,2,0.00624,0.09,24.3
1,1587,2,0.00624,0.09,24.3
1,1618,2,0.00624,0.09,24.3
1,1623,2,0.00624,0.09,24.3
1,1628,3,0.00935,0.11,23.7
1,1635,2,0.00624,0.09,24.3
1,1655,2,0.00624,0.09,24.3
1,1659,2,0.00624,0.09,24.3
1,1663,2,0.00624,0.09,24.3
1,1674,2,0.00624,0.09,24.3
1,1677,2,0.00624,0.09,24.3
1,1689,3,0.00935,0.11,23.7
1,1702,2,0.00624,0.09,24.3
1,1708,2,0.00624,0.09,24.3
1,1711,2,0.00624,0.09,24.3
1,1725,4,0.0125,0.13,23.3
1,1738,2,0.00624,0.09,24.3
1,1756,2,0.00624,0.09,24.3
1,1757,2,0.00624,0.09,24.3
1,1758,2,0.00624,0.09,24.3
1,1764,2,0.00624,0.09,24.3
1,1769,2,0.00624,0.09,24.3
1,1776,2,0.00624,0.09,24.3
1,1788,3,0.00935,0.11,23.7
1,1811,2,0.00624,0.09,24.3
1,1818,2,0.00624,0.09,24.3
1,1830,2,0.00624,0.09,24.3
1,1834,2,0.00624,0.09,24.3
1,1837,2,0.00624,0.09,24.3
1,1865,2,0.00624,0.09,24.3
1,1866,2,0.00624,0.09,24.3
1,1867,3,0.00935,0.11,23.7
1,1891,2,0.00624,0.09,24.3
1,1911,2,0.00624,0.09,24.3
1,1929,3,0.00935,0.11,23.7
1,1938,2,0.00624,0.09,24.3
1,1939,3,0.00935,0.11,23.7
1,1975,4,0.0125,0.13,23.3
1,1983,2,0.00624,0.09,24.3
1,2003,4,0.0125,0.13,23.3
1,2005,2,0.00624,0.09,24.3
1,2023,3,0.00935,0.11,23.7
1,2026,2,0.00624,0.09,24.3
1,2043,2,0.00624,0.09,24.3
1,2045,5,0.0156,0.14,23
1,2050,2,0.00624,0.09,24.3
1,2054,2,0.00624,0.09,24.3
1,2061,3,0.00935,0.11,23.7
1,2064,4,0.0125,0.13,23.3
1,2094,2,0.00624,0.09,24.3
1,2117,2,0.00624,0.09,24.3
1,2119,2,0.00624,0.09,24.3
1,2130,3,0.00935,0.11,23.7
1,2148,2,0.00624,0.09,24.3
1,2155,3,0.00935,0.11,23.7
1,2158,2,0.00624,0.09,24.3
1,2166,2,0.00624,0.09,24.3
1,2189,2,0.00624,0.09,24.3
1,2208,2,0.00624,0.09,24.3
1,2212,3,0.00935,0.11,23.7
1,2223,2,0.00624,0.09,24.3
1,2226,2,0.00624,0.09,24.3
1,2252,2,0.00624,0.09,24.3
1,2257,2,0.00624,0.09,24.3
1,2260,3,0.00935,0.11,23.7
1,2283,2,0.00624,0.09,24.3
1,2315,2,0.00624,0.09,24.3
1,2321,3,0.00935,0.11,23.7
1,2338,4,0.0125,0.13,23.3
1,2339,2,0.00624,0.09,24.3
1,2340,6,0.0187,0.15,22.7
1,2358,3,0.00935,0.11,23.7
1,2360,2,0.00624,0.09,24.3
1,2369,2,0.00624,0.09,24.3
1,2372,2,0.00624,0.09,24.3
1,2375,2,0.00624,0.09,24.3
1,2388,2,0.00624,0.09,24.3
1,2390,2,0.00624,0.09,24.3
1,2393,3,0.00935,0.11,23.7
1,2403,2,0.00624,0.09,24.3
1,2410,2,0.00624,0.09,24.3
1,2434,2,0.00624,0.09,24.3
1,2439,3,0.00935,0.11,23.7
1,2448,5,0.0156,0.14,23
1,2512,3,0.00935,0.11,23.7
1,2513,2,0.00624,0.09,24.3
1,2515,2,0.00624,0.09,24.3
1,2516,3,0.00935,0.11,23.7
1,2528,2,0.00624,0.09,24.3
1,2542,2,0.00624,0.09,24.3
1,2545,23,0.0717,0.3,20.8
1,2548,2,0.00624,0.09,24.3
1,2551,3,0.00935,0.11,23.7
1,2560,2,0.00624,0.09,24.3
1,2561,3,0.00935,0.11,23.7
1,2607,2,0.00624,0.09,24.3
1,2648,2,0.00624,0.09,24.3
1,2679,2,0.00624,0.09,24.3
1,2694,2,0.00624,0.09,24.3
1,2698,2,0.00624,0.09,24.3
1,2699,3,0.00935,0.11,23.7
1,2722,2,0.00624,0.09,24.3
1,2728,3,0.00935,0.11,23.7
1,2737,2,0.00624,0.09,24.3
1,2739,2,0.00624,0.09,24.3
1,2758,2,0.00624,0.09,24.3
1,2792,3,0.00935,0.11,23.7
1,2808,2,0.00624,0.09,24.3
1,2809,2,0.00624,0.09,24.3
1,2811,2,0.00624,0.09,24.3
1,2818,2,0.00624,0.09,24.3
1,2829,3,0.00935,0.11,23.7
1,2852,2,0.00624,0.09,24.3
1,2866,2,0.00624,0.09,24.3
1,2872,2,0.00624,0.09,24.3
1,2908,2,0.00624,0.09,24.3
1,2927,2,0.00624,0.09,24.3
1,2940,2,0.00624,0.09,24.3
1,3004,2,0.00624,0.09,24.3
1,3027,2,0.00624,0.09,24.3
1,3041,2,0.00624,0.09,24.3
1,3075,4,0.0125,0.13,23.3
1,3079,2,0.00624,0.09,24.3
1,3093,2,0.00624,0.09,24.3
1,3120,2,0.00624,0.09,24.3
1,3142,2,0.00624,0.09,24.3
1,3144,2,0.00624,0.09,24.3
1,3145,2,0.00624,0.09,24.3
1,3177,2,0.00624,0.09,24.3
1,3178,2,0.00624,0.09,24.3
1,3196,2,0.00624,0.09,24.3
1,3235,5,0.0156,0.14,23
1,3243,2,0.00624,0.09,24.3
1,3262,2,0.00624,0.09,24.3
1,3266,3,0.00935,0.11,23.7
1,3279,2,0.00624,0.09,24.3
1,3280,2,0.00624,0.09,24.3
1,3285,2,0.00624,0.09,24.3
1,3302,8,0.0249,0.18,22.3
1,3342,3,0.00935,0.11,23.7
1,3347,2,0.00624,0.09,24.3
1,3352,2,0.00624,0.09,24.3
1,3380,2,0.00624,0.09,24.3
1,3401,2,0.00624,0.09,24.3
1,3413,4,0.0125,0.13,23.3
1,3425,2,0.00624,0.09,24.3
1,3455,2,0.00624,0.09,24.3
1,3478,2,0.00624,0.09,24.3
1,3489,3,0.00935,0.11,23.7
1,3528,4,0.0125,0.13,23.3
1,3540,9,0.0281,0.19,22.1
1,3544,2,0.00624,0.09,24.3
1,3559,3,0.00935,0.11,23.7
1,3587,4,0.0125,0.13,23.3
1,3615,3,0.00935,0.11,23.7
1,3617,3,0.00935,0.11,23.7
1,3636,2,0.00624,0.09,24.3
1,3637,4,0.0125,0.13,23.3
1,3652,2,0.00624,0.09,24.3
1,3653,2,0.00624,0.09,24.3
1,3713,6,0.0187,0.15,22.7
1,3725,2,0.00624,0.09,24.3
1,3754,2,0.00624,0.09,24.3
1,3758,2,0.00624,0.09,24.3
1,3782,2,0.00624,0.09,24.3
1,3783,2,0.00624,0.09,24.3
1,3788,2,0.00624,0.09,24.3
1,3839,2,0.00624,0.09,24.3
1,3841,2,0.00624,0.09,24.3
1,3854,2,0.00624,0.09,24.3
1,3859,2,0.00624,0.09,24.3
1,3861,3,0.00935,0.11,23.7
1,3867,2,0.00624,0.09,24.3
1,3874,2,0.00624,0.09,24.3
1,3893,2,0.00624,0.09,24.3
1,3901,2,0.00624,0.09,24.3
1,3910,2,0.00624,0.09,24.3
1,3943,3,0.00935,0.11,23.7
1,3948,2,0.00624,0.09,24.3
1,3951,2,0.00624,0.09,24.3
1,3955,2,0.00624,0.09,24.3
1,3969,2,0.00624,0.09,24.3
1,3973,2,0.00624,0.09,24.3
1,3984,2,0.00624,0.09,24.3
1,3993,2,0.00624,0.09,24.3
1,3995,4,0.0125,0.13,23.3
1,4005,2,0.00624,0.09,24.3
1,4008,2,0.00624,0.09,24.3
1,4009,2,0.00624,0.09,24.3
1,4011,2,0.00624,0.09,24.3
1,4031,2,0.00624,0.09,24.3
1,4033,2,0.00624,0.09,24.3
1,4053,2,0.00624,0.09,24.3
1,4080,2,0.00624,0.09,24.3
1,4091,2,0.00624,0.09,24.3
1,4099,2,0.00624,0.09,24.3
1,4100,2,0.00624,0.09,24.3
1,4108,2,0.00624,0.09,24.3
1,4121,2,0.00624,0.09,24.3
1,4135,2,0.00624,0.09,24.3
1,4155,2,0.00624,0.09,24.3
1,4161,2,0.00624,0.09,24.3
1,4171,3,0.00935,0.11,23.7
1,4181,8,0.0249,0.18,22.3
1,4185,3,0.00935,0.11,23.7
1,4215,2,0.00624,0.09,24.3
1,4216,2,0.00624,0.09,24.3
1,4227,2,0.00624,0.09,24.3
1,4242,2,0.00624,0.09,24.3
1,4245,2,0.00624,0.09,24.3
1,4254,2,0.00624,0.09,24.3
1,4275,2,0.00624,0.09,24.3
1,4278,3,0.00935,0.11,23.7
1,4286,4,0.0125,0.13,23.3
1,4309,2,0.00624,0.09,24.3
1,4310,2,0.00624,0.09,24.3
1,4313,2,0.00624,0.09,24.3
1,4318,2,0.00624,0.09,24.3
1,4385,2,0.00624,0.09,24.3
1,4391,3,0.00935,0.11,23.7
1,4417,2,0.00624,0.09,24.3
1,4461,2,0.00624,0.09,24.3
1,4481,3,0.00935,0.11,23.7
1,4489,2,0.00624,0.09,24.3
1,4493,2,0.00624,0.09,24.3
1,4508,3,0.00935,0.11,23.7
1,4509,2,0.00624,0.09,24.3
1,4567,2,0.00624,0.09,24.3
1,4572,2,0.00624,0.09,24.3
1,4610,2,0.00624,0.09,24.3
1,4615,2,0.00624,0.09,24.3
1,4653,2,0.00624,0.09,24.3
1,4661,2,0.00624,0.09,24.3
1,4676,3,0.00935,0.11,23.7
1,4682,2,0.00624,0.09,24.3
1,4684,2,0.00624,0.09,24.3
1,4698,2,0.00624,0.09,24.3
1,4731,4,0.0125,0.13,23.3
1,4740,2,0.00624,0.09,24.3
1,4748,2,0.00624,0.09,24.3
1,4790,2,0.00624,0.09,24.3
1,4795,2,0.00624,0.09,24.3
1,4820,2,0.00624,0.09,24.3
1,4824,2,0.00624,0.09,24.3
1,4835,2,0.00624,0.09,24.3
1,4851,2,0.00624,0.09,24.3
1,4887,3,0.00935,0.11,23.7
1,4890,2,0.00624,0.09,24.3
1,4936,6,0.0187,0.15,22.7
1,4939,2,0.00624,0.09,24.3
1,4989,2,0.00624,0.09,24.3
1,5010,2,0.00624,0.09,24.3
1,5061,2,0.00624,0.09,24.3
1,5135,3,0.00935,0.11,23.7
1,5136,2,0.00624,0.09,24.3
1,5163,2,0.00624,0.09,24.3
1,5172,3,0.00935,0.11,23.7
1,5188,2,0.00624,0.09,24.3
1,5193,2,0.00624,0.09,24.3
1,5219,2,0.00624,0.09,24.3
1,5234,2,0.00624,0.09,24.3
1,5237,3,0.00935,0.11,23.7
1,5242,4,0.0125,0.13,23.3
1,5252,3,0.00935,0.11,23.7
1,5266,2,0.00624,0.09,24.3
1,5268,2,0.00624,0.09,24.3
1,5277,7,0.0218,0.17,22.5
1,5323,3,0.00935,0.11,23.7
1,5331,2,0.00624,0.09,24.3
1,5338,2,0.00624,0.09,24.3
1,5355,2,0.00624,0.09,24.3
1,5358,2,0.00624,0.09,24.3
1,5372,2,0.00624,0.09,24.3
1,5381,2,0.00624,0.09,24.3
1,5406,2,0.00624,0.09,24.3
1,5417,2,0.00624,0.09,24.3
1,5452,2,0.00624,0.09,24.3
1,5471,3,0.00935,0.11,23.7
1,5473,2,0.00624,0.09,24.3
1,5481,2,0.00624,0.09,24.3
1,5494,3,0.00935,0.11,23.7
1,5502,3,0.00935,0.11,23.7
1,5518,2,0.00624,0.09,24.3
1,5522,2,0.00624,0.09,24.3
1,5524,2,0.00624,0.09,24.3
1,5526,2,0.00624,0.09,24.3
1,5535,2,0.00624,0.09,24.3
1,5545,2,0.00624,0.09,24.3
1,5594,2,0.00624,0.09,24.3
1,5595,2,0.00624,0.09,24.3
1,5602,3,0.00935,0.11,23.7
1,5610,2,0.00624,0.09,24.3
1,5618,2,0.00624,0.09,24.3
1,5622,2,0.00624,0.09,24.3
1,5637,3,0.00935,0.11,23.7
1,5640,2,0.00624,0.09,24.3
1,5645,2,0.00624,0.09,24.3
1,5660,2,0.00624,0.09,24.3
1,5661,2,0.00624,0.09,24.3
1,5667,10,0.0312,0.2,22
1,5674,2,0.00624,0.09,24.3
1,5756,2,0.00624,0.09,24.3
1,5763,3,0.00935,0.11,23.7
1,5775,3,0.00935,0.11,23.7
1,5811,5,0.0156,0.14,23
1,5822,2,0.00624,0.09,24.3
1,5837,2,0.00624,0.09,24.3
1,5889,2,0.00624,0.09,24.3
1,5906,2,0.00624,0.09,24.3
1,5917,2,0.00624,0.09,24.3
1,5930,4,0.0125,0.13,23.3
1,5994,2,0.00624,0.09,24.3
1,5995,2,0.00624,0.09,24.3
1,6016,2,0.00624,0.09,24.3
1,6040,2,0.00624,0.09,24.3
1,6044,2,0.00624,0.09,24.3
1,6051,2,0.00624,0.09,24.3
1,6092,2,0.00624,0.09,24.3
1,6118,2,0.00624,0.09,24.3
1,6122,3,0.00935,0.11,23.7
1,6147,2,0.00624,0.09,24.3
1,6180,2,0.00624,0.09,24.3
1,6198,2,0.00624,0.09,24.3
1,6223,2,0.00624,0.09,24.3
1,6224,3,0.00935,0.11,23.7
1,6255,2,0.00624,0.09,24.3
1,6332,2,0.00624,0.09,24.3
1,6500,2,0.00624,0.09,24.3
1,6565,2,0.00624,0.09,24.3
1,6596,3,0.00935,0.11,23.7
1,6607,2,0.00624,0.09,24.3
1,6639,2,0.00624,0.09,24.3
1,6662,2,0.00624,0.09,24.3
1,6676,2,0.00624,0.09,24.3
1,6695,2,0.00624,0.09,24.3
1,6712,2,0.00624,0.09,24.3
1,6740,2,0.00624,0.09,24.3
1,6748,2,0.00624,0.09,24.3
1,6769,4,0.0125,0.13,23.3
1,6827,2,0.00624,0.09,24.3
1,6877,2,0.00624,0.09,24.3
1,6904,2,0.00624,0.09,24.3
1,6969,2,0.00624,0.09,24.3
1,7036,2,0.00624,0.09,24.3
1,7044,2,0.00624,0.09,24.3
1,7065,2,0.00624,0.09,24.3
1,7132,2,0.00624,0.09,24.3
1,7142,2,0.00624,0.09,24.3
2,6,18,0.0561,0.27,21.1
2,7,2,0.00624,0.09,24.3
2,10,9929,3.10E+//0-,6.28,12
2,12,7,0.0218,0.17,22.5
2,13,3,0.00935,0.11,23.7
2,21,8,0.0249,0.18,22.3
2,24,2,0.00624,0.09,24.3
2,44,39,0.122,0.39,20
2,49,3,0.00935,0.11,23.7
2,60,101,0.315,0.63,18.6
2,62,132,0.412,0.72,18.3
2,65,88,0.274,0.59,18.8
2,66,5,0.0156,0.14,23
2,67,125,0.39,0.7,18.3
2,74,2,0.00624,0.09,24.3
2,79,44,0.137,0.42,19.8
2,86,2,0.00624,0.09,24.3
2,88,4,0.0125,0.13,23.3
2,90,2,0.00624,0.09,24.3
2,91,91,0.284,0.6,18.8
2,92,24,0.0748,0.31,20.7
2,97,328,1.02E+//0-,1.14,16.9
2,101,4,0.0125,0.13,23.3
2,103,35,0.109,0.37,20.2
2,105,924,2.88E+//0-,1.92,15.5
2,113,6,0.0187,0.15,22.7
2,116,122,0.38,0.7,18.4
2,119,321,1.00E+//0-,1.13,17
2,127,7,0.0218,0.17,22.5
2,129,569,1.77E+//0-,1.5,16.2
2,132,96,0.299,0.62,18.7
2,144,76,0.237,0.55,19.1
2,145,23,0.0717,0.3,20.8
2,150,347,1.08E+//0-,1.17,16.9
2,157,2,0.00624,0.09,24.3
2,159,25,0.0779,0.32,20.7
2,161,376,1.17E+//0-,1.22,16.7
2,172,5,0.0156,0.14,23
2,180,2,0.00624,0.09,24.3
2,191,2,0.00624,0.09,24.3
2,209,2,0.00624,0.09,24.3
2,226,2,0.00624,0.09,24.3
2,238,2,0.00624,0.09,24.3
2,258,3,0.00935,0.11,23.7
2,259,3,0.00935,0.11,23.7
2,265,2,0.00624,0.09,24.3
2,275,2,0.00624,0.09,24.3
2,298,3,0.00935,0.11,23.7
2,302,11,0.0343,0.21,21.8
2,309,8,0.0249,0.18,22.3
2,334,2,0.00624,0.09,24.3
2,336,471,1.47E+//0-,1.37,16.4
2,344,2,0.00624,0.09,24.3
2,377,3,0.00935,0.11,23.7
2,399,3,0.00935,0.11,23.7
2,406,3,0.00935,0.11,23.7
2,429,3,0.00935,0.11,23.7
2,433,2,0.00624,0.09,24.3
2,503,3,0.00935,0.11,23.7
2,513,12,0.0374,0.22,21.7
2,522,3,0.00935,0.11,23.7
2,523,2,0.00624,0.09,24.3
2,534,2,0.00624,0.09,24.3
2,549,3,0.00935,0.11,23.7
2,573,2,0.00624,0.09,24.3
2,606,2,0.00624,0.09,24.3
2,614,3,0.00935,0.11,23.7
2,690,2,0.00624,0.09,24.3
2,692,2,0.00624,0.09,24.3
2,695,2,0.00624,0.09,24.3
2,696,2,0.00624,0.09,24.3
2,737,53,0.165,0.46,19.6
2,739,2,0.00624,0.09,24.3
2,751,3,0.00935,0.11,23.7
2,755,2,0.00624,0.09,24.3
2,770,121,0.377,0.69,18.4
2,792,2,0.00624,0.09,24.3
2,801,1458,4.55E+//0-,2.41,14.8
2,809,70,0.218,0.53,19.2
2,822,2,0.00624,0.09,24.3
2,825,2,0.00624,0.09,24.3
2,843,3,0.00935,0.11,23.7
2,851,6,0.0187,0.15,22.7
2,865,2,0.00624,0.09,24.3
2,866,2,0.00624,0.09,24.3
2,874,3,0.00935,0.11,23.7
2,877,2,0.00624,0.09,24.3
2,905,2,0.00624,0.09,24.3
2,920,2,0.00624,0.09,24.3
2,923,2,0.00624,0.09,24.3
2,924,2,0.00624,0.09,24.3
2,930,2,0.00624,0.09,24.3
2,971,11,0.0343,0.21,21.8
2,984,2,0.00624,0.09,24.3
2,992,2,0.00624,0.09,24.3
2,1004,3,0.00935,0.11,23.7
2,1029,3,0.00935,0.11,23.7
2,1036,2,0.00624,0.09,24.3
2,1037,2,0.00624,0.09,24.3
2,1060,3,0.00935,0.11,23.7
2,1069,24,0.0748,0.31,20.7
2,1078,7,0.0218,0.17,22.5
2,1082,2,0.00624,0.09,24.3
2,1098,2,0.00624,0.09,24.3
2,1099,4,0.0125,0.13,23.3
2,1114,2,0.00624,0.09,24.3
2,1119,2,0.00624,0.09,24.3
2,1140,2,0.00624,0.09,24.3
2,1162,112,0.349,0.67,18.5
2,1174,3,0.00935,0.11,23.7
2,1218,3,0.00935,0.11,23.7
2,1235,8,0.0249,0.18,22.3
2,1243,2,0.00624,0.09,24.3
2,1255,2,0.00624,0.09,24.3
2,1258,2,0.00624,0.09,24.3
2,1260,98,0.306,0.62,18.7
2,1302,2,0.00624,0.09,24.3
2,1320,5,0.0156,0.14,23
2,1342,2,0.00624,0.09,24.3
2,1358,2,0.00624,0.09,24.3
2,1363,2,0.00624,0.09,24.3
2,1364,4641,1.45E+//0-,4.29,13.1
2,1370,2,0.00624,0.09,24.3
2,1371,3,0.00935,0.11,23.7
2,1396,2,0.00624,0.09,24.3
2,1425,3,0.00935,0.11,23.7
2,1471,374,1.17E+//0-,1.22,16.8
2,1476,2,0.00624,0.09,24.3
2,1507,4,0.0125,0.13,23.3
2,1530,2,0.00624,0.09,24.3
2,1533,2,0.00624,0.09,24.3
2,1535,19,0.0592,0.27,21.1
2,1565,5,0.0156,0.14,23
2,1579,495,1.54E+//0-,1.4,16.4
2,1600,2,0.00624,0.09,24.3
2,1624,2,0.00624,0.09,24.3
2,1625,2,0.00624,0.09,24.3
2,1629,2,0.00624,0.09,24.3
2,1648,2,0.00624,0.09,24.3
2,1659,2,0.00624,0.09,24.3
2,1679,2,0.00624,0.09,24.3
2,1691,2,0.00624,0.09,24.3
2,1708,10,0.0312,0.2,22
2,1715,2,0.00624,0.09,24.3
2,1762,2,0.00624,0.09,24.3
2,1794,172,0.536,0.83,17.9
2,1836,2,0.00624,0.09,24.3
2,1844,2,0.00624,0.09,24.3
2,1860,2,0.00624,0.09,24.3
2,1866,2,0.00624,0.09,24.3
2,1873,4,0.0125,0.13,23.3
2,1916,2,0.00624,0.09,24.3
2,1917,2,0.00624,0.09,24.3
2,1942,2,0.00624,0.09,24.3
2,1955,2,0.00624,0.09,24.3
2,1959,4,0.0125,0.13,23.3
2,1960,2,0.00624,0.09,24.3
2,1987,2,0.00624,0.09,24.3
2,1989,2,0.00624,0.09,24.3
2,1995,508,1.58E+//0-,1.42,16.3
2,1996,2,0.00624,0.09,24.3
2,2041,2,0.00624,0.09,24.3
2,2054,3,0.00935,0.11,23.7
2,2058,2,0.00624,0.09,24.3
2,2073,18,0.0561,0.27,21.1
2,2087,2,0.00624,0.09,24.3
2,2120,2,0.00624,0.09,24.3
2,2124,4,0.0125,0.13,23.3
2,2130,2,0.00624,0.09,24.3
2,2136,2,0.00624,0.09,24.3
2,2153,4,0.0125,0.13,23.3
2,2194,2,0.00624,0.09,24.3
2,2195,2,0.00624,0.09,24.3
2,2217,3,0.00935,0.11,23.7
2,2224,3,0.00935,0.11,23.7
2,2232,2,0.00624,0.09,24.3
2,2254,2,0.00624,0.09,24.3
2,2313,2,0.00624,0.09,24.3
2,2326,2,0.00624,0.09,24.3
2,2328,8,0.0249,0.18,22.3
2,2372,5,0.0156,0.14,23
2,2374,353,1.10E+//0-,1.18,16.8
2,2448,29,0.0904,0.34,20.4
2,2452,2,0.00624,0.09,24.3
2,2500,556,1.73E+//0-,1.49,16.2
2,2505,2,0.00624,0.09,24.3
2,2507,486,1.52E+//0-,1.39,16.4
2,2579,11,0.0343,0.21,21.8
2,2616,2,0.00624,0.09,24.3
2,2624,2,0.00624,0.09,24.3
2,2632,2,0.00624,0.09,24.3
2,2637,2,0.00624,0.09,24.3
2,2638,2,0.00624,0.09,24.3
2,2701,2,0.00624,0.09,24.3
2,2755,2,0.00624,0.09,24.3
2,2781,2,0.00624,0.09,24.3
2,2799,2,0.00624,0.09,24.3
2,2803,87,0.271,0.59,18.9
2,2855,2,0.00624,0.09,24.3
2,2874,3,0.00935,0.11,23.7
2,2887,3,0.00935,0.11,23.7
2,2902,2,0.00624,0.09,24.3
2,2927,4926,1.54E+//0-,4.42,13
2,2938,2,0.00624,0.09,24.3
2,2958,2,0.00624,0.09,24.3
2,2985,11,0.0343,0.21,21.8
2,3014,2,0.00624,0.09,24.3
2,3029,4,0.0125,0.13,23.3
2,3031,2,0.00624,0.09,24.3
2,3035,3,0.00935,0.11,23.7
2,3036,2,0.00624,0.09,24.3
2,3050,2,0.00624,0.09,24.3
2,3072,2,0.00624,0.09,24.3
2,3085,3,0.00935,0.11,23.7
2,3090,3,0.00935,0.11,23.7
2,3097,3,0.00935,0.11,23.7
2,3104,2,0.00624,0.09,24.3
2,3113,4,0.0125,0.13,23.3
2,3130,2,0.00624,0.09,24.3
2,3145,2,0.00624,0.09,24.3
2,3252,3,0.00935,0.11,23.7
2,3283,3,0.00935,0.11,23.7
2,3305,2,0.00624,0.09,24.3
2,3310,2,0.00624,0.09,24.3
2,3324,2,0.00624,0.09,24.3
2,3366,2,0.00624,0.09,24.3
2,3367,1759,5.48E+//0-,2.64,14.5
2,3384,2,0.00624,0.09,24.3
2,3391,2,0.00624,0.09,24.3
2,3428,3,0.00935,0.11,23.7
2,3500,12,0.0374,0.22,21.7
2,3515,7,0.0218,0.17,22.5
2,3534,2,0.00624,0.09,24.3
2,3585,88,0.274,0.59,18.8
2,3588,3,0.00935,0.11,23.7
2,3598,2,0.00624,0.09,24.3
2,3600,2,0.00624,0.09,24.3
2,3652,2,0.00624,0.09,24.3
2,3680,3,0.00935,0.11,23.7
2,3687,3,0.00935,0.11,23.7
2,3696,3,0.00935,0.11,23.7
2,3769,2,0.00624,0.09,24.3
2,3778,3,0.00935,0.11,23.7
2,3833,4,0.0125,0.13,23.3
2,3834,2,0.00624,0.09,24.3
2,3857,3,0.00935,0.11,23.7
